"Datum","Wiki/WHO","90870","1922","2.1608130593155552E-2","...6","...7","80304","130","47300","48190","42680","1.1471999999999999E-3","16...14","10566","706","...17","0.1908108108108108","58","...20","1433.6...21","Viral_Pot","5.9859999999999962","1575.6539999999995","12.214372093023252","0.63917525773195871...26","Value_Infectious","0.65747613997879117","1433.6...29","0.63917525773195871...30","120...31","2.1481481481481484...32","30","16...34","212.98199999999994","33...36","33...37","39.200000000000003","120...39","1.3529411764705883","1.4352941176470588","4.5647058823529409","2.1428571428571428","2.1481481481481484...44","1.0666666666666667","1.411764705882353E-5","89","133.5","1362.3999999999999","Free_Viral","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","0...65","...66","0...67","17","0.04","80","0.12","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","3.0552302941176462E-4","30.55230294117646","7.6380757352941158E-3","1.5276151470588232E-2","Viral_Pot_Plus","Value_Infectious_Plus","Free_Viral_Plus"
2020-03-14,"Wiki/WHO",142539,9781,0.0736754093915244,NA,NA,81021,30,65655,72072,70467,0.00115744285714286,48,61518,697,NA,0.188378378378378,2004,0,22851.6,36086.0136,5.32399999999999,21561.388,9.18809147727272,0.262269424259363,0.253618283985772,"0.2753973657643275","22851.599999999999","0.26226942425936278",2362,1.67698744769874,1125,408,2361.512,422,"422","520.79999999999995",2381,"23.741176470588236",27.4823529411765,"105.14117647058825","2.0367835757057313","1.6769874476987447","1.0174563591022443","2.8011764705882354E-4","1839",2758.5,21380.4,34695.26985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.13",0.053,"-7.8699999999999992","64",2.92,"349","12.360000000000001","13","16.484999999999999",NA,NA,NA,NA,NA,NA,NA,NA,0.00408179645294117,408.179645294117,0.102044911323529,0.204089822647059,36086.0136,0.253618283985772,34695.26985
2020-03-15,"Wiki/WHO",156400,13861,0.0972435614112629,NA,NA,81048,27,NA,77257,79143,0.00115782857142857,53,72548,697,NA,0.188378378378378,2285,1,25931.2,41125.4692,5.29499999999999,27416.09,9.28939123559972,0.323264724227034,0.311385292471136,"0.33959226463485404","25931.200000000001","0.32326472422703373",2672,1.91213389121339,1359,281,1760.242,319,"319","665.6",2700,"26.694117647058821",31.1058823529412,"131.83529411764707","1.768172888015717","1.431704260651629","0.68872549019607843","3.1764705882352944E-4","2201",3301.5,24170.4,39460.96295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.992000000000001",0.053,"-13.007999999999999","54",1.96,"388","13.92","14","19.057500000000001",NA,NA,NA,NA,NA,NA,NA,NA,0.00464246622941176,464.246622941176,0.116061655735294,0.232123311470588,41125.4692,0.311385292471136,39460.96295
2020-03-16,"ld CH d1 / 6.3.",167515,11115,0.0710677749360614,NA,NA,81077,29,NA,78078,89437,0.00115824285714286,57,NA,712,NA,0.192432432432432,2726,5,29793.2,43571.8726,5.26599999999999,33960.602,8.9938034957627,0.371170522399256,0.356678948940994,"0.39225012683916788","29793.200000000001","0.37117052239925591",3734,2.28117154811715,2200,441,5837.11999999999,1073,"1073","822.4",3773,"37.047058823529412",43.3647058823529,"168.88235294117646","1.9259826442062276","1.3602794411177646","1.5693950177935942","4.4388235294117649E-4","2459",3688.5,27826,41712.25385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.331000000000003",0.053,"-16.668999999999997","118",2.72,"483","16.36","18","22.627499999999998",NA,NA,NA,NA,NA,NA,NA,NA,0.00490732398235294,490.732398235294,0.122683099558823,0.245366199117647,43571.8726,0.356678948940994,41712.25385
2020-03-17,"ld CH d2",179111,11596,0.0692236516132884,NA,NA,81116,39,68777,79433,99678,0.0011588,61,101356,712,NA,0.192432432432432,3028,15,31736.4,44576.5782,5.23699999999999,38435.71,7.84455609225117,0.404759617693675,0.390791549402827,"0.43055661991978961","31736.400000000001","0.40475961769367469",4796,1.89724310776942,2200,320,5854.70199999999,1082,"1082","905.2",4855,"47.294117647058826",55.7058823529412,"216.1764705882353","2.0390592188156238","1.3251641137855581","0.7256235827664399","5.7117647058823533E-4","3459",5188.5,28969.2,41960.70945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.557000000000002",0.053,"-24.442999999999998","97",7.72,"572","23.68","27","32.76",NA,NA,NA,NA,NA,NA,NA,NA,0.00493655405294117,493.655405294117,0.123413851323529,0.246827702647059,44576.5782,0.390791549402827,41960.70945
2020-03-18,"ld CH d3",212616,33505,0.187062771130751,NA,NA,81116,0,NA,NA,NA,0.0011588,76,NA,712,NA,0.192432432432432,3888,22,32645.6,50210.2489999999,5.20799999999999,44537.014,7.49234800650479,0.295314914628171,0.287840218178471,"0.3151712624952232","32645.599999999999","0.29531491462817078",5997,1.94011976047904,2650,417,6544.51199999999,1216,"1216","1070.5999999999999",6071,"57.670588235294119",69.3058823529412,"273.84705882352944","2.2485185185185186","1.4262655906089508","1.3031250000000001","7.1423529411764703E-4","4492",6738,29052,46813.1739999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.892000000000003",0.053,"-22.107999999999997","113",8.44,"668","31.599999999999998","21","43.837499999999999",NA,NA,NA,NA,NA,NA,NA,NA,0.00550743223529411,550.743223529411,0.137685805882353,0.275371611764706,50210.2489999999,0.287840218178471,46813.1739999999
2020-03-19,"ld CH d4",222646,10030,0.0471742484102796,NA,NA,81154,38,NA,84506,138140,0.00115934285714286,76,NA,712,NA,0.192432432432432,4840,32,37079.2,54269.5113999999,5.17899999999999,48217.039,6.87799519756549,0.231750885914503,0.227973093453643,"0.24750597868569529","37079.199999999997","0.23175088591450294",6812,2.11816192560175,3010,952,4475.108,836,"836","995",6907,"63.294117647058826",78.4235294117647,"337.14117647058828","1.830638749006096","1.5984147952443857","2.2829736211031175","8.1258823529411768E-4","5640",8460,32567.2,50004.2613999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.269000000000005",0.053,"-16.730999999999995","109",13.36,"748","44.519999999999996","36","61.372499999999995",NA,NA,NA,NA,NA,NA,NA,NA,0.00588285428235293,588.285428235293,0.147071357058823,0.294142714117647,54269.5113999999,0.227973093453643,50004.2613999999
2020-03-20,"ld CH d5",265495,42849,0.192453491192296,NA,NA,81250,96,NA,87351,178144,0.00116071428571429,NA,NA,NA,NA,NA,6113,45,40348.8,57443.8077999999,5.15,51108.073,6.46719331027501,0.159878165312948,0.15835786106096,"0.17107617586912066","40348.800000000003","0.15987816531294793",7924,2.01882430647292,3863,1273,6101.30399999999,1146,"1146","888.4",8053,"71.694117647058832",91.0470588235294,"408.83529411764709","2.1343758282533791","1.5722736625514404","1.3371848739495797","9.4741176470588238E-4","6283",9424.5,35322.4,52692.2890499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63.335000000000008",0.053,"-20.664999999999992","141",14.32,"849","57.599999999999994","43","80.167500000000004",NA,NA,NA,NA,NA,NA,NA,NA,0.00619909282941176,619.909282941176,0.154977320735294,0.309954641470588,57443.8077999999,0.15835786106096,52692.2890499999
2020-03-21,"ld CH d6 /11.3",286932,21437,0.0807435168270589,NA,NA,81304,54,NA,89899,197033,0.00116148571428571,NA,NA,NA,NA,NA,7014,56,42940.8,61387.8753999999,5.121,58775.0409999999,6.75626956088588,0.121665648544085,0.121114869322409,"0.1302864120539462","42940.800000000003","0.1216656485440847",8591,1.80401234567901,NA,901,3680.025,695,"695","938",8748,"74.905882352941177",98.6470588235294,"483.74117647058824","1.8018537590113286","1.4491735537190082","0.70777690494893952","1.0291764705882354E-3","7218",10827,37166.4,55929.2628999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84.588000000000008",0.053,"-16.411999999999992","117",17.28,"918","73.56","60","102.8475",NA,NA,NA,NA,NA,NA,NA,NA,0.00657991328235293,657.991328235293,0.164497832058823,0.328995664117647,61387.8753999999,0.121114869322409,55929.2628999999
2020-03-22,"ld CH d7 /12.3.",329275,42343,0.147571550053671,NA,NA,81397,93,NA,94176,235099,0.00116281428571429,NA,NA,NA,NA,NA,8060,87,46095.6,62621.9803999999,5.092,65243.3769999999,6.79476952718183,0.12384977041143,0.123751163189979,"0.13378521248530237","46095.6","0.12384977041143003",9093,2.07304526748971,NA,1046,2891.034,549,"549","1019.2",9297,"77.611764705882351",104.305882352941,"561.35294117647061","1.9149330587023687","1.3185015540651071","1.1609322974472809","1.0937647058823529E-3","7579",11368.5,40032.4,56890.3616499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"106.21200000000002",0.053,"-10.787999999999982","134",16.88,"1001","88.039999999999992","100","125.0025",NA,NA,NA,NA,NA,NA,NA,NA,0.0066929837235294,669.29837235294,0.167324593088235,0.33464918617647,62621.9803999999,0.123751163189979,56890.3616499999
2020-03-23,"ld CH d8 / 13.3.",367031,37756,0.114664034621517,NA,NA,81496,99,NA,100879,266152,0.00116422857142857,NA,NA,NA,NA,NA,8836,120,47341.2,60429.7889999999,5.063,70790.0859999999,6.62394366987929,0.13825295831599,0.13920477095158,"0.15166481842156762","47341.2","0.13825295831598974",10502,1.82561983471074,NA,776,7666.96799999999,1464,"1464","1004.2",10761,"82.211764705882359",119.258823529412,"643.564705882353","1.7725251194201943","1.2597661819218706","1.163","1.266E-3","7770",11655,41125.2,54553.7264999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121.10500000000002",0.053,"-17.894999999999982","161",12.76,"1108","98.36","118","141.75",NA,NA,NA,NA,NA,NA,NA,NA,0.00641808547058823,641.808547058823,0.160452136764706,0.320904273529411,60429.7889999999,0.13920477095158,54553.7264999999
2020-03-24,"ld CH d9 / 14.3.",417582,50551,0.137729510586299,NA,NA,81591,95,NA,107247,310335,0.00116558571428571,134,NA,712,NA,0.192432432432432,9765,180,45904.8,56134.4025999999,5.034,76547.7859999999,6.40781734471789,0.148904211659235,0.15158812582921,"0.1667763201469504","45904.800000000003","0.14890421165923526",11667,2.01756198347107,8015,929,6468.33599999999,1242,"1242","1088.8",12003,"84.094117647058823",131.388235294118,"727.65882352941185","1.9771042661834952","1.2115384615384615","1.163","1.4121176470588235E-3","8802",13203,38863.2,49477.8900999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144.47800000000001",0.053,"-11.521999999999991","181",42.92,"1225","138.36000000000001","122","198.08249999999998",NA,NA,NA,NA,NA,NA,NA,NA,0.00582092824705882,582.092824705882,0.14552320617647,0.291046412352941,56134.4025999999,0.15158812582921,49477.8900999999
2020-03-25,"ld CH d10 / 15.3.",460250,42668,0.102178733757681,NA,NA,81661,70,NA,113691,346559,0.00116658571428571,141,NA,712,NA,0.192432432432432,10714,429,42834.4,58049.4121999999,5.005,83251.1749999999,6.3600683745448,0.124680213965928,0.128756930850413,"0.14156976984081138","42834.400000000001","0.12468021396592827",12452,1.75265826926223,8789,949,5546.70899999999,1071,"1071","1240.8",13074,"82.388235294117649",140.058823529412,"810.04705882352948","1.8928623135949036","1.2125396106835673","1.11965","1.5381176470588235E-3","9622",14433,35136.8,50772.7746999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160.48400000000001",0.053,"-32.515999999999991","198",43.28,"1369","179.68","160","254.88749999999999",NA,NA,NA,NA,NA,NA,NA,NA,0.0059732676117647,597.32676117647,0.149331690294117,0.298663380588235,58049.4121999999,0.128756930850413,50772.7746999999
2020-03-26,"ld CH d11 / 16.3.",521086,60836,0.132180336773493,NA,NA,81782,121,NA,122058,399028,0.00116831428571429,153,NA,712,NA,0.192432432432432,11712,621,44570.4,57802.0507999999,4.976,86927.5989999999,6.09775754670657,0.116242747289995,0.12117032565369,"0.13318611026500154","44570.400000000001","0.11624274728999541",13341,1.91591689841322,NA,998,5757.69999999999,1118,"1118","1092.4000000000001",14192,"85.705882352941174",149,"895.7529411764707","1.7623245995281263","1.1993855606758832","1.11965","1.6696470588235294E-3","10374",15561,36271.2,49956.7132999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206.06400000000002",0.053,"-23.935999999999979","164",48.64,"1415","225.6","184","318.72749999999996",NA,NA,NA,NA,NA,NA,NA,NA,0.00587726038823529,587.726038823529,0.146931509705882,0.293863019411764,57802.0507999999,0.12117032565369,49956.7132999999
2020-03-27,"ld CH d12 /17.3.",586140,65054,0.124843116107514,NA,NA,81897,115,74720,130855,455285,0.00116995714285714,163,NA,712,NA,0.192432432432432,13213,831,44658.4,58943.5149999999,4.947,89130.0039999999,5.8234604930743,0.0973527111292482,0.102236512819116,"0.1119433493421684","44658.400000000001","9.7352711129248176E-2",14409,1.88380382092957,NA,1501,6703.38899999999,1309,"1309","931",15501,"87.623529411764707",159.317647058824,"983.37647058823541","1.9248727182416492","1.2332462198991974","1.163","1.8236470588235295E-3","10419",15628.5,36323.2,51064.1462499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"256.52000000000004",0.053,"-4.4799999999999613","207",33.44,"1525","251.31999999999996","235","362.61750000000001",NA,NA,NA,NA,NA,NA,NA,NA,0.00600754661764705,600.754661764705,0.150188665441176,0.300377330882353,58943.5149999999,0.102236512819116,51064.1462499999
2020-03-28,"ld CH d13 /18.3.",649450,63310,0.10801173781008,NA,NA,81999,102,75100,139304,510146,0.00117141428571429,174,NA,712,597,0.192432432432432,14336,1162,45762,60326.1654999999,4.918,95714.4759999999,5.93492265718655,0.0723285935520203,0.0762989547116202,"8.3364321692978596E-2","45762","7.2328593552020287E-2",14734,2.0439121756487,NA,1123,3676.424,722,"722","978.4",16223,"87.941176470588232",162.847058823529,"1071.3176470588237","1.8544810242341108","1.2240437158469946","1.11965","1.9085882352941176E-3","10646",15969,37245.2,52275.1279999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"323.98900000000003",0.053,"-3.0109999999999673","122",45.84,"1534","288.71999999999997","257","422.78249999999997",NA,NA,NA,NA,NA,NA,NA,NA,0.00615001505882352,615.001505882352,0.153750376470588,0.307500752941176,60326.1654999999,0.0762989547116202,52275.1279999999
2020-03-29,"ld CH d14 /19.3.",710918,61468,0.0946462391254138,NA,NA,82122,123,75582,145706,565212,0.00117317142857143,188,NA,712,597,0.192432432432432,15475,1516,47019.6,57682.8573999999,4.889,101405.161,5.98295834562511,0.0707613519580657,0.0749927029676927,"8.2152426912668455E-2","47019.6","7.0761351958065655E-2",14770,1.91997518610422,NA,1139,2202.405,435,"435","982.2",16658,"86.600000000000009",164.211764705882,"1157.9176470588236","1.9042066758116141","1.1711950351926133","1.0907499999999999","1.9597647058823531E-3","10152",15228,38898,50005.4074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"371.74200000000002",0.053,"-0.25799999999998136","121",27.8,"1546","303.15999999999997","295","459.27",NA,NA,NA,NA,NA,NA,NA,NA,0.00588298910588235,588.298910588235,0.147074727647059,0.294149455294117,57682.8573999999,0.0749927029676927,50005.4074
2020-03-30,"ld CH d15 /20.3.",775306,64388,0.0905702204754979,NA,NA,82198,76,75923,156838,618468,0.00117425714285714,203,NA,712,603,0.192432432432432,16176,1595,45237.6,53448.1444,4.86,106460.777,5.94454056619576,0.0846558358147095,0.090611861465853,"0.10006497274271836","45237.599999999999","8.4655835814709549E-2",15941,2.00694789081886,NA,701,6584.47199999999,1308,"1308","923.6",17966,"84.764705882352942",166.976470588235,"1242.6823529411765","1.9324513283855007","1.1283482142857142","1.0763","2.1136470588235296E-3","9751",14626.5,37436.8,46073.95065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"427.18000000000006",0.053,"-2.8199999999999363","164",21.96,"1569","310.79999999999995","373","488.09249999999997",NA,NA,NA,NA,NA,NA,NA,NA,0.00542046478235294,542.046478235294,0.135511619558823,0.271023239117647,53448.1444,0.090611861465853,46073.95065
2020-03-31,"ld CH d16 /21.3.",838061,62755,0.0809422344209899,NA,NA,82278,80,76206,156838,681223,0.0011754,207,NA,712,603,0.192432432432432,17139,1823,42124.8,49151.5268,4.831,110804.243,5.81263077918444,0.103848485030335,0.112546380975951,"0.12554501991453795","42124.800000000003","0.10384848503033541",16807,1.9396785875962,NA,963,5690.68499999999,1137,"1137","954.8",19103,"83.529411764705884",167.623529411765,"1326.2117647058824","2.0547488437130257","1.1075282714054928","1.0835249999999998","2.2474117647058823E-3","9913",14869.5,34194.4,41654.82055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"468.30800000000005",0.053,"-4.6919999999999504","125",58.56,"1577","352.07999999999993","378","564.95249999999999",NA,NA,NA,NA,NA,NA,NA,NA,0.00490056712352941,490.056712352941,0.122514178088235,0.24502835617647,49151.5268,0.112546380975951,41654.82055
2020-04-01,"ld CH d17 /22.3.",921924,83863,0.100067894819112,NA,NA,82361,83,76405,192964,728960,0.00117658571428571,218,NA,712,603,0.192432432432432,18267,2967,38896.4,47873.2802,4.802,115363.229,5.74718422756937,0.0918045299523259,0.100994739352288,"0.11253935721499436","38896.400000000001","9.1804529952325853E-2",16623,2.06733816206428,NA,1128,5055.616,1016,"1016","1053.2",20119,"82.882352941176464",165.270588235294,"1409.0941176470587","1.8696217823622341","1.1292655786350148","1.06185","2.3669411764705882E-3","10355",15532.5,30612.4,40042.31145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"517.54500000000007",0.053,"-11.454999999999927","97",49.68,"1540","384.87999999999994","378","630.15750000000003",NA,NA,NA,NA,NA,NA,NA,NA,0.00471086017058823,471.086017058823,0.117771504264706,0.235543008529412,47873.2802,0.100994739352288,40042.31145
